Sentence,Idiom,NumOfWordsBetween,BetweenPOS,PrePOS,prePOS2,postPOS,postPOS2,CountOfSameNounInContext,SentenceLength,SentimentsAVG,Usage
this use assume the importance of student impression but not they absolute truth it offer opportunity and incentive for self-development but no direct penalty and it provide a mechanism for student to blow the whistle if problem move outside the range of acceptability,blow_whistle,1,['AT0'],TO0,NN2,CJS,NN2,1,43,0.3258,I
if they have work on i enough i would have blow the whistle on myself for the lindbergh kidnapping the bombing of pearl harbor the cleveland torso slaying betray west point to the british fix the 1919 world series and sour all the milk in salem massachusetts,blow_whistle,1,['AT0'],VHI,VM0,PRP,PNX,1,47,0.283166667,I
most people assume it be the iranian who blow the whistle on north mcfarlane and poindexter coleman say,blow_whistle,1,['AT0'],PNQ,NN2,PRP,NN1,1,18,0.47,I
it be true we have make change to we diet since the national advisory committee on nutritional information nacne report in 1983 which blow the whistle on the state of the british diet,blow_whistle,1,['AT0'],DTQ,CRD,PRP,AT0,1,33,0.264681818,I
the party get a new kreisleiter who do not dig music and be not go to have any damned commie subvert he cabbage so he blow the whistle,blow_whistle,1,['AT0'],PNP,CJS,,,1,28,0.307764706,I
after a minute somebody blow a whistle and we all rush to the door,blow_whistle,1,['AT0'],PNI,NN1,CJC,PNP,1,14,0.06925,L
and maybe we would be oh a long distance away from the school when we hear the schoolmaster blow the whistle,blow_whistle,1,['AT0'],NN1,AT0,,,1,21,0.227615385,L
no sooner be i off the train than the guard blow the whistle and the train start and i have to run for it,blow_whistle,1,['AT0'],NN1,AT0,CJC,AT0,1,24,0.356866667,L
the right hon. member for hertsmere blow the whistle on he colleague when he disarmingly say that when he privatise electricity he would not make the same cock-up as they have do with british telecom and british gas,blow_whistle,1,['AT0'],NP0-NN1,PRP,PRP,DPS,1,38,0.541055556,I
the referee glance at he watch and blow the whistle for half-time,blow_whistle,1,['AT0'],CJC,NN1,PRP,NN1,1,12,0.3375,L
the gendarme stand bewildered for a moment and then run into the street where for some time he could be hear blow he whistle,blow_whistle,1,['DPS'],VVN,VBI,,,1,24,0.175769231,L
the referee blow he bubbly whistle,blow_whistle,2,"['DPS', 'AJ0']",NN1,AT0,,,1,6,0.1758,L
the policeman be blow a shrill whistle,blow_whistle,2,"['AT0', 'AJ0']",VBD,NN1,,,1,7,0.1856,L
in england the whistle be blow but in other league play be allow to continue,blow_whistle,8,"['CJC', 'PRP', 'AJ0', 'NN2', 'VVB-NN1', 'VBZ', 'VVN', 'TO0']",VBZ,NN1,,,1,15,0.4613,L
needless to say the ref blow the whistle exactly on time,blow_whistle,1,['AT0'],NN1,AT0,AV0,PRP,1,11,0.464444444,L
the smell of chlorine engulf she and someone suddenly blow a whistle the sound echo in the large enclosed area,blow_whistle,1,['AT0'],AV0,PNI,AT0,NN1,2,20,0.510357143,L
in spite of she early misgiving at find david in the pool rachel still mindful of he pleasure when he have catch sight of she soon begin to enjoy herself and be disappointed when all too soon david blow the whistle again and say it be time to get out of the water,blow_whistle,1,['AT0'],NP0,AV0,AV0,CJC,1,53,0.278861111,L
as the ball hit the post the referee blow he whistle for full time,blow_whistle,1,['DPS'],NN1,AT0,PRP,AJ0,1,14,0.32275,L
if they have want to they have the opportunity to blow the whistle over the constitutional ruling,blow_whistle,1,['AT0'],TO0,NN1,PRP,AT0,1,17,0.542916667,I
top ref blow the whistle on dinamo appeal,blow_whistle,1,['AT0'],NN1,AJ0,PRP,NP0-NN1,1,8,0.453833333,I
waterloo star ready to blow whistle,blow_whistle,0,[],TO0,AJ0,,,1,6,0.3112,I
i have blow i whistle a long time before the ball be in the net,blow_whistle,1,['DPS'],VHD,PNP,AT0,AJ0,1,15,0.4332,L
the whistle have finally be blow on a controversial battle over a five-a-side football complex in middlesbrough,blow_whistle,10,"['PRP', 'AT0', 'AJ0', 'NN1', 'PRP-AVP', 'AT0', 'AJ0', 'NN1', 'NN1', 'PRP']",VBN,AV0,,,1,17,0.164666667,I
oh we have whistle and strangely enough very seldom do we use they simply because there be other traffic about that time if you be a long way away er you might be nearly to if you blow you whistle there be nobody to hear you i mean people in house and they be only few and far between,blow_whistle,1,['DPS'],PNP,CJS,EX0,VBD,4,59,-0.008896552,L
i i i do not hardly think that i can remember blow a whistle,blow_whistle,1,['AT0'],VVI,VM0,,,3,14,0.251166667,L
under the present compensation er proposal put forward by good it would all be provide by the pension fund themselves and there be no pain for the fund manager er no requirement really for they to blow the whistle,blow_whistle,1,['AT0'],TO0,PNP,,,1,39,0.34064,I
they wait for a verey pistol to be fire like some referee blow a whistle before hostility could officially commence,blow_whistle,1,['AT0'],NN1,DT0,CJS,NN2,1,20,-0.220363636,L
he blow the whistle but it be not over yet,blow_whistle,1,['AT0'],PNP,,CJC,PNP,1,10,0.20075,Q
what happen to the referee blow the whistle too early,blow_whistle,1,['AT0'],NN1,AT0,AV0,AJ0-AV0,1,10,0.33425,L
to primitive tribe a head stick on a pole at the village boundary avert evil and bring luck,bring_luck,0,[],CJC,AJ0-NN1,,,1,18,0.096538462,I
brand bring luck as well,bring_luck,0,[],NN2,,CJS,AV0,1,5,0.3295,I
and at this point he sit up in bed say white rabbit aloud to bring luck throughout the coming month and look eagerly out of the window into the dewy sunshine which be begin to shimmer on thrush green,bring_luck,0,[],TO0,AV0,PRP,AT0,1,39,0.333518519,I
it may have be a traditional marriage gift give to couple to bring they good luck,bring_luck,2,"['PNP', 'AJ0']",TO0,NN2,,,1,16,0.563363636,I
why do a black cat bring good luck,bring_luck,1,['AJ0'],NN1,AJ0,,,1,8,0.253166667,I
this would explain the display to householder by bring the figure to they door the bearer be bring the luck associate with it,bring_luck,1,['AT0'],VBD,NN2,VVN,PRP,1,23,0.394375,I
they be supposed to bring good luck,bring_luck,1,['AJ0'],TO0,AJ0,,,1,7,0.52925,I
they be bless with good humour and bring luck to mortal miner by knock at spot behind the seam face where rich ore lode may be find,bring_luck,0,[],CJC,NN1,PRP,AJ0,1,27,0.285411765,I
the superstition that the third light from a match bring bad luck apparently originate from the first world war when german soldier in the opposite trench would notice the first light take aim at the second and fire at the third,bring_luck,1,['AJ0'],NN1,AT0,AV0,VVZ,1,41,0.360333333,I
meanwhile the philologist put together the various clue inside the kalevala it be bright it be forge it be a kind of mill it bring luck it make the sea salt have come up with innumerable solution at once vague and pedantic the sampo be the golden fleece some fertility-cult object a lappish pillar-idol an allegory of the sky,bring_luck,0,[],PNP,NN1,PNP,VVD,1,59,0.428852941,I
do the pooka bring good or bad luck,bring_luck,3,"['AJ0', 'CJC', 'AJ0']",NN1,AT0,,,1,8,0.473166667,I
be it because such a meeting would bring bad luck or be there another reason,bring_luck,1,['AJ0'],VM0,NN1,CJC,VBZ,1,15,0.0604,I
it be a magical and lyrical tale of lucky and he young minstrel master to whom he bring unexpected good luck until he be steal,bring_luck,2,"['AJ0', 'AJ0']",PNP,PNQ,CJS,PNP,3,25,0.378769231,I
they be think to bring good luck to the wearer by extend to he something of the protective power of a roman emperor,bring_luck,1,['AJ0'],TO0,VVN,PRP,AT0,1,23,0.552705882,I
plant it outside the backdoor be a sure way of keep witch out of the house and it be think never to be strike by lightning cut it bring bad luck and traditionally it be the wood the cross of calvary,bring_luck,1,['AJ0'],PNP,VVG,CJC,AV0,1,41,0.266807692,I
i have just have an idea for a way of doing lear and it have bring i luck,bring_luck,1,['PNP'],VHD,PNP,,,1,18,0.4009,I
he have no friend here say the old woman and with a faint hostility in she voice she add bad man bring bad luck,bring_luck,1,['AJ0'],NN2,AJ0,,,1,24,0.116125,I
for a moment i wonder if i have bring the bad luck down on we by pretend the planetary be not work at the vadinamian valve,bring_luck,2,"['AT0', 'AJ0']",VHD,PNP,AVP,PRP,1,26,0.265666667,I
the spirit of the wind will bring he good luck and the spirit of the rain will make he happy,bring_luck,2,"['PNP', 'AJ0']",VM0,NN1,CJC,AT0,1,20,0.647333333,I
this be say to bring good luck,bring_luck,1,['AJ0'],TO0,VVN,,,1,7,0.5462,I
you have bring i luck,bring_luck,1,['PNP'],VHB,PNP,,,1,5,0.397333333,I
besides we first patient have bring we luck,bring_luck,1,['PNP'],VHZ,NN1,,,1,8,0.2578,I
you have bring we good luck,bring_luck,2,"['PNP', 'AJ0']",VHB,PNP,,,1,6,0.51025,I
the coca take the edge off they appetite and bring they luck in they search for tin,bring_luck,1,['PNP'],CJC,NN2,PRP,DPS,1,17,0.315833333,I
a success both in front of the box and on the critic ' page chancer create a vogue out of a rogue the identity of stephen crane clive owen 's role catch the attention of the country and reflect the social change in the early 90's as the enterprise culture begin to take a tumble,catch_attention,1,['AT0'],NN1,POS,PRF,AT0,1,55,0.375763158,I
he attention be catch by the national bank of greece not an inappropriate interest for one who have compose the song of the hellenist and be draw to judaism 's most persistent enemy through it,catch_attention,30,"['PRP', 'AT0', 'AJ0', 'NN1', 'PRF', 'NP0', 'XX0', 'AT0', 'AJ0', 'NN1', 'PRP', 'PNI', 'PNQ', 'VHD', 'VVN', 'AT0', 'NN1', 'PRF', 'AT0', 'NN1', 'CJC', 'VBD', 'VVN', 'PRP', 'NN1', 'POS', 'AV0', 'AJ0', 'NN1', 'PRP']",VBD,NN1,,,1,35,0.272181818,I
one in particular catch he attention a blonde couple by the name of jensen norwegian who have sail to the island on they 16 foot boat along with they young son axel,catch_attention,1,['DPS'],AJ0,PRP,AT0,AJ0,1,32,0.314333333,I
the influence of jazz and latin american rhythm catch the attention of les six walton and lambert and in turn inspired choreographer such as ashton,catch_attention,1,['AT0'],NN2,AJ0,PRF,UNC,1,25,0.530857143,I
when people say they have notice a labour or conservative politician other than thatcher or kinnock we ask they who have catch they attention,catch_attention,1,['DPS'],VHD,PNQ,,,1,24,0.5126,I
there be other way for aspiring star to catch the attention of a record company,catch_attention,1,['AT0'],TO0,NN2,PRF,AT0,1,15,0.473181818,I
amy 's drawing catch i attention because it be a simple but dramatic interpretation of the brief,catch_attention,1,['DPS'],NN1,POS,CJS,PNP,1,17,0.212222222,I
the need to catch the attention of browser and quickly to tell they that parker pen be elegant or that toshiba personal computer be high-tech have spawn most of these display face,catch_attention,1,['AT0'],TO0,NN1,PRF,NN2,1,32,0.525333333,I
from somewhere beyond the wall of the lavatory faint sporadic rifle fire catch peregrine 's attention,catch_attention,2,"['NP0', 'POS']",NN1,NN1,,,1,16,0.282833333,I
something in the way this be say clearly catch miss blagden 's attention,catch_attention,3,"['NP0', 'NP0', 'POS']",AV0,VVN,,,1,13,0.279125,I
during a lull when for once nothing seem to have fall under the machine she try to catch she attention,catch_attention,1,['DPS'],TO0,VVD,,,1,20,0.27575,I
but it may say something also about the condition of the musical theatre that this subject have catch the attention of two composer,catch_attention,1,['AT0'],VHZ,NN1,PRF,CRD,1,23,0.512333333,I
a large camouflaged painted truck catch they attention,catch_attention,1,['DPS'],NN1,AJ0,,,1,8,0.374,I
be there example of child 's work or even commercial print on display to catch attention,catch_attention,0,[],TO0,NN1,,,1,16,0.2533,I
the technique be first patent early this century in britain but not develop until 1976 when the idea catch the attention of james kelly professor of engineering at the university of california berkeley,catch_attention,1,['AT0'],NN1,AT0,PRF,NP0,1,33,0.6461,I
something some wryness in she lip catch marion 's attention,catch_attention,2,"['NP0', 'POS']",NN1,DPS,,,1,10,0.14875,I
have catch i attention tell she she be win,catch_attention,1,['DPS'],VHZ,,VVB,PNP,1,9,0.4356,I
just then the land rover catch we attention and we all turn towards the road,catch_attention,1,['DPS'],NP0,NP0-NN1,CJC,PNP,1,15,0.1938,I
he hardworking selfless style rarely catch the attention of the media but palace patron of the time thoroughly appreciate tony 's worth,catch_attention,1,['AT0'],AV0,NN1,PRF,AT0,1,22,0.587235294,I
it become a pattern to work in paris after a season or two in england but if a replacement be urgently need any dancer who catch she attention be likely to be ship abroad,catch_attention,1,['DPS'],PNQ,NN1,VBD,AJ0,1,34,0.366,I
share a glass of whisky with he in he montpelier square home you be liable to be quiz about theory of antibody formation david bohm 's work or any one of 101 other topical issue that have catch he attention,catch_attention,1,['DPS'],VHD,CJT,,,1,40,0.378894737,I
among the operatic composer whose music catch thalberg 's attention be rossini meyerbeer weber verdi and several other include not least bellini. this cd collect give of he bellini paraphrase two grandes fantaisies et variations on norma and i capuletti two fantaisy on beatrice de tenda and on straniera and a grand caprice on la somnambula,catch_attention,2,"['NP0', 'POS']",NN1,DTQ,VBD,NP0,1,56,0.398882353,I
delaney 's stillness catch the attention of the other,catch_attention,1,['AT0'],NN1,POS,PRF,AT0,1,9,0.391857143,I
but this be not all that catch i attention,catch_attention,1,['DPS'],CJT-DT0,DT0,,,1,9,-0.080666667,I
she be incline she head and nod periodically but she fidgeting finger give lee the confidence to wave across the room and catch she attention,catch_attention,1,['DPS'],CJC,NN1,,,1,25,0.394928571,I
roseberry 's musical background might go some way to explain she good ear as well as she sympathy for musician try to catch the attention of a&r department,catch_attention,1,['AT0'],TO0,VVG,PRF,UNC,1,28,0.524,I
and those people say well it do not catch we audience 's attention,catch_attention,3,"['DPS', 'NN1', 'POS']",XX0,VDZ,,,1,13,0.486125,I
yet when she change focus from the stomach which be the first part of this new individual to catch she attention to the face which be the second she immediately fixate on what she see there,catch_attention,1,['DPS'],TO0,NN1-AJ0,PRP,AT0,1,36,0.4495,I
the duchess register the sudden brightening of she daughter 's expression and the i richard with some exasperation but it be joan 's face that catch she attention,catch_attention,1,['DPS'],CJT,NN1-VVB,,,1,28,0.486615385,I
on they return to the beach an hour 's flashing of torch be need to catch the attention of the landing craft crew who have withdraw too far from the beach accord to one report,catch_attention,1,['AT0'],TO0,VVN,PRF,AT0,1,35,0.337541667,I
julia 's attention be catch,catch_attention,0,[],VBD,NN1,,,1,5,0.259,I
midfielder donnelly be interesting villa boss ron atkinson while masinga have catch the attention of everton and sheffield wednesday,catch_attention,1,['AT0'],VHZ,NP0,PRF,NP0,1,19,0.431111111,I
a speck of light catch lexandro 's attention,catch_attention,2,"['NP0', 'POS']",NN1,PRF,,,1,8,0.3735,I
the quarrel catch the attention of a member of the cpvpv,catch_attention,1,['AT0'],NN1,AT0,PRF,AT0,1,11,0.486555556,I
in any event i assume the man in the overall be the engineer and he be the one who catch i attention,catch_attention,1,['DPS'],PNQ,PNI,,,1,22,0.397857143,I
he saddle be sheathe in lamb 's fleece and the horse 's curb chain be of pure silver yet for all that gaudy finery it be the british officer 's face that catch the attention,catch_attention,1,['AT0'],CJT,NN1-VVB,,,1,35,0.39,I
he eye be fix on someone or something at the room 's edge and lucille turn to see what have catch he astonished attention see the golden girl return d'alembord 's gaze with what seem to be pure poison,catch_attention,2,"['DPS', 'AJ0']",VHD,DTQ,VVD,AT0,1,39,0.213095238,I
it be the final word which catch he attention,catch_attention,1,['DPS'],DTQ,NN1,,,1,9,0.3054,I
a much small flash of light catch he attention,catch_attention,1,['DPS'],NN1,PRF,,,1,9,0.116428571,I
such figure have catch the attention of bill clinton who admit in he state of the union address that superfund need to be re-examine,catch_attention,1,['AT0'],VHB,NN2,PRF,NP0,1,24,0.588,I
